1	1	7903914528320191889	21162438	1325	2	2	13308	24584	72366	70397	11189076
0	1	5888277431783335848	7955186	6520	1	1	73	101	88	117	16883797
0	1	14170743816979115771	3923540	1998	2	2	53145	46541	3943	27548	5071907
0	1	9881207773436751085	4332980	23778	2	2	62	23	13	21	11190433
0	1	13300592687192255382	20744217	19430	3	2	8045582	24785	52020	32501	79116
0	1	12234056809710540972	21787000	37359	2	1	19188	2631	67	84	23772
0	1	13692082250341101081	21249352	10757	3	1	15412	43796	351838	990938	405565
0	4	18425200088803071639	20032445	23790	1	1	2773	3829	27	29	251110
0	1	1981811067266703046	21940122	37971	1	1	198	1573	8874	8992	192371
0	1	3942684729495466198	20124054	8281	2	1	667	52735	219262	6462	3030688
0	2	12057878999086460853	20163126	27961	1	1	20446	7561	5506	6573	16889000
0	1	15145480155589094740	20889026	23807	2	1	2	11	5	11	515580
0	1	5079901068051390251	4823032	25928	1	1	20553372	3528	7885	8055	16889918
0	1	14340390157469404125	20643965	23808	2	1	32383	966	9	9	1387985
0	2	3533061135900256853	21745919	11158	2	1	1478099	124	987	659	11195379
0	1	12057878999086460853	20174581	27961	1	1	248	72	183	273	16890569
0	1	7465712644712979287	1000515	2714	3	1	2010899	9150	6878	14519	424578
0	1	6140682475770809967	20087045	13267	1	1	425397	18959	187146	169213	5073117
0	1	9705409833295203125	4385274	9087	2	2	13448908	8330	10439	7286	234225
0	1	12237093116808232680	20587023	33766	3	2	4455	823	3628	3945	1677476
0	1	8390751886332699061	20869990	854	3	3	26647	18692	1029722	732792	100755
0	1	14531867648059391627	6960996	27485	1	1	135545	68360	110	889	719903
0	1	5079901068051390251	4823049	25928	2	2	10470887	481	8921	2589	1272935
0	11	5888277431783335848	7955185	6520	2	2	2242	7040	136	196	542901
0	2	8134264174510892884	10950951	1268	3	3	577	2983	2228	2	515587
0	2	8994557070508579623	20030150	23799	3	3	5	1	15	19	7948802
1	1	14340390157469404125	9027213	23808	2	2	1	1	0	0	5073547
0	1	10349468651765658911	21522776	37422	3	1	0	0	25	4	5073667
0	1	5511132461021800102	21140055	10040	1	1	56728	28050	2778	3047	7949904
0	1	13090221289647714786	20174982	23795	1	1	2831	46824	3	7	7950382
0	1	2111597517288331619	21183705	35100	2	2	1955887	9985	17843	17255	68673
0	3	8994557070508579623	20030151	23799	1	1	28	7	15	19	5074142
1	1	10245113888481137903	21134396	33296	3	1	230955	278339	878468	690909	6238623
0	1	14340390157469404125	9027549	23808	2	1	290	55	14	18	11201756
0	1	17282491801462373046	20112177	30320	1	1	17021637	112295	700776	751621	16898762
0	1	2002143058964984831	20188717	24124	2	1	34	1759	1369	685	3031529
1	1	7903914528320191889	21162514	1325	3	1	22	36	24	25	3031535
0	1	14877406617163316075	22131646	38489	3	3	3112371	8531	165918	141739	15962
0	1	12057878999086460853	20192652	27961	2	2	14604924	3279	6093	6439	6239181
1	1	14340390157469404125	9027613	23808	1	1	2940	692	138	198	2641687
0	1	3516889565727587308	1602569	1267	2	1	88369	17105	393905	329109	1388200
0	1	15859647530187389343	4285938	23778	3	2	2886024	2130	19	83	8230
0	1	7903914528320191889	21162376	1325	2	1	7939	24294	49763	56059	3031723
0	1	7539832264706605909	21202618	35976	2	2	710	406	5777	6074	1005325
0	1	999105727583572092	20389231	30428	2	2	1323993	271852	692903	545514	935359
0	1	4298118681424644510	21866029	385	1	1	26305	46989	93165	82111	11206024
0	1	14596027373461102649	10796480	29394	2	2	455	260	6090	6360	6240142
0	1	1553674514668982680	20083853	23780	1	1	991	1686	114	154	7953609
0	1	12057878999086460853	20110124	27961	3	1	3109302	82688	108393	8070	1522356
0	1	15822134238473933503	20144355	23804	1	1	564	2007	4377	2304	766392
0	1	9662243402272994663	21273990	36286	2	1	1381685	292919	1091004	540	515647
0	1	14531867648059391627	21780402	27482	1	1	25499340	128863	193182	6	16906017
0	1	13756257544627676222	20587742	24354	2	2	339259	82587	234049	195376	1083242
0	1	14340390157469404125	6434934	23777	1	1	425	14	10	17	7955145
0	1	14340390157469404125	9027213	23808	3	1	1	1	0	0	3032387
0	1	14340390157469404125	20643912	23808	3	3	33252	27759	4068	9	2332871
0	1	12837504198869453988	21832219	30627	1	1	16	86	2149	1866	11213256
0	1	12240966597217382091	2537559	23901	2	2	5049247	20158	64961	68057	3518475
0	1	16425751361303522417	20659788	34074	3	1	6777	1659	2598	377	490393
0	1	17234401530963739009	10301764	28115	2	2	5311	4842	1782008	1695312	1005456
0	1	15785112999276740221	20908196	35088	3	2	0	0	2	5	7958208
1	1	15989049276530887671	20314337	23824	2	1	405030	338965	1105906	31	605091
0	1	16100818328677732039	21449231	37025	3	2	665201	42	22672	21636	2642463
0	1	14947456318249883016	10605311	29735	3	1	206437	172794	845439	10751	1678100
0	2	12471294644621987428	20193919	32590	2	1	2491	2723	136830	134797	424662
0	1	6791565021519463524	21920339	37956	1	1	43	288	93	171	2333029
0	1	14358870918856594140	3081848	18226	1	1	17578371	3629	23362	22897	572841
0	1	1414030043541818662	20144450	1502	3	3	226	1490	4903	5748	5077290
0	1	6459958811115674667	21314310	36508	2	2	83	34	8650	9400	251168
0	1	17515035192534185517	21333838	36608	3	3	83	1619	59840	266	251168
0	3	14340390157469404125	9027213	23808	1	1	1	1	0	0	935501
0	1	8335105002517450531	20506791	33524	1	1	2890	5426	15826	15107	7959685
0	1	4008673116230718747	22090653	38453	3	2	429937	1539	25875	24464	5077575
0	3	15366517485002252951	7182973	10611	2	2	139351	88252	135654	121021	3032909
1	2	14340390157469404125	21360106	23777	2	1	8	15	1168	558	6243812
0	1	14340390157469404125	20643970	23808	2	1	54	431	9	9	2333246
0	1	8574853828524688311	21811195	37707	2	2	188962	17114	116048	3623	49624
0	1	12057878999086460853	20149123	27961	3	2	6315298	279	3467	3804	110889
0	1	15989049276530887671	20350613	23828	2	1	4155	19753	37762	140	11220616
0	1	5851252814446935968	20146689	28698	2	2	8226589	1999	76970	15667	1859048
0	2	4499852769534938901	4386567	27903	3	1	7644	24603	22801	23446	160797
1	1	4499852769534938901	4386567	27903	3	1	63269	24603	22801	23446	160797
0	1	5937256857527595240	21299884	34139	3	1	70	1081	1017	933	7961888
0	1	14340390157469404125	3207415	23777	1	1	144	651	455	594	11221323
0	1	2111597517288331619	21167206	35100	3	1	134793	389	664	893	4653
0	1	5888277431783335848	7955186	6520	1	1	2742	5976	88	117	7962578
0	1	17962103236755942573	4323440	12248	2	1	1935355	1690	2304	2545	105695
0	1	8134264174510892884	10593110	1268	3	1	357237	13164	26701	2	302796
0	1	6715049002232655961	3065545	23783	1	1	923	45	40	53	1005636
0	1	6764238664920474462	20929729	35158	2	2	3896092	5001	10001	2424	572902
0	1	18040112485405760145	20908196	35088	3	2	0	0	43	50	7964416
0	1	10222134182400025480	1474880	6341	1	1	12596869	54235	860761	689216	2643253
0	1	15689252236861136983	21176564	24130	2	2	11	96	1229	608	2078243
0	1	14369597025772667360	20041937	29562	2	1	1345	2942	6320	413	2333657
0	1	13271362241282144065	21221681	35836	2	1	7401	4998	86524	88112	640249
0	1	17817400347038801401	22074211	38354	2	1	7865762	423	4409	4767	11226885
0	2	14340390157469404125	9027549	23808	2	1	44	27	14	18	2078273
0	1	9495878972188681881	10400308	29439	1	1	39	629	948	542	4138334
0	4	4298118681424644510	21866029	385	1	1	734	1129	1951	2193	5079844
0	1	18078618002803269880	22182223	38797	3	3	5768	16	461	599	2333780
0	1	7304176446686727626	21229653	28400	1	1	25673373	2973	60263	21708	1083534
1	1	14340390157469404125	3060499	23777	2	1	19134	28649	108743	95150	3033931
0	1	9751072248584610585	10939146	29713	2	2	25	254	210	311	5080253
0	1	17437988225374351929	1848388	3813	1	1	10728829	40248	97102	61678	720194
0	4	3995672359811361204	20789392	34046	2	1	8	15	18134	20700	7967220
0	1	2002143058964984831	20563435	24124	1	1	325604	71014	285094	459154	543072
0	1	8994557070508579623	20030150	23799	3	1	197	114	15	19	7968099
0	1	7903914528320191889	21162353	1325	2	1	8725	7217	11329	13358	1388905
0	1	6253008145208041782	21603184	2218	3	3	67	158	57252	166899	1859505
1	1	14340390157469404125	21360106	23777	2	1	8	15	1168	558	11232414
0	2	16964935798622989834	20604441	7229	3	2	2381754	1338	167	246	371464
0	1	4696782904677008063	3177601	23790	2	1	928	2196	32	54	515782
0	1	13908192467313075402	1590518	15220	2	1	212181	147845	899151	806368	4139164
0	1	14340390157469404125	21360122	23777	2	1	1620	7492	42564	680	11233405
0	1	12057878999086460853	20163210	27961	2	2	4810090	6884	95888	90765	11233772
0	1	12057878999086460853	20222646	27961	1	1	5083662	803	2811	3144	935705
0	1	12057878999086460853	20183688	27961	1	1	2003299	7398	5932	7857	371474
2	2	5888277431783335848	7955184	6520	2	2	183	634	1179	1647	5081239
0	1	1460154631598833919	22102235	10561	2	1	571	386	4612	4980	11235690
0	2	17989747235538194276	20403478	24036	2	1	2789	152	358	2654	3034434
0	2	12057878999086460853	20192990	27961	2	2	6	4	39	55	11236282
0	1	13795219518596815070	20881797	7411	3	2	14318	7409	17043	32022	515807
0	1	12057878999086460853	20163524	27961	2	2	220	9	18	27	11236468
0	1	12057878999086460853	20163505	27961	1	1	4055	4919	4295	4952	6249165
0	1	10726002060893144107	20036558	23800	1	1	127	49	44	312	7971280
0	1	2713640143032285856	4332108	8894	1	1	72867	9714	942	1240	3034598
0	1	14340390157469404125	6435031	23777	3	1	8352821	80	859	1175	2644052
0	1	10866686017930246925	22094303	38298	3	2	2950834	308478	2230625	1756291	302826
0	1	10455206984075168678	21506674	37430	2	1	3580	59	14518	3409	314905
0	1	7903914528320191889	21372569	2010	2	1	1069440	6	146	372	3521309
1	1	15517319812696227918	21551375	37467	1	1	6174	2585	354392	287519	3034753
0	1	13742635301971245802	21345356	36687	2	1	1104869	5131	39397	431	1173310
0	1	2470253408587161992	21193219	35900	3	2	7	5	148	195	108285
0	1	14340390157469404125	9027437	23808	1	1	80416	19	20	20	3298
0	1	14340390157469404125	3529334	23777	2	2	3083	683	338	460	2644260
0	1	6539424021056514936	3219148	23777	2	1	155369	54	57	72	11241387
0	1	2987457312022362020	1192719	2850	2	1	8907	10246	305	8845	7973514
0	1	14340390157469404125	4418650	23808	2	1	17720	46002	3691	4027	515830
0	1	12057878999086460853	20192903	27961	2	2	154	2	175	261	2334551
0	1	6611049263775771021	20681745	24968	2	1	2648	56401	92910	36769	7974182
0	1	10288178563705629618	21718695	37579	2	1	132	574	3210	3486	11243069
0	4	13316154212185414165	20891923	32401	1	1	25363964	53978	14560	14273	640369
0	1	1729963849377387605	9584422	23637	3	2	1	226	694	227	7974830
0	1	14340390157469404125	9027613	23808	2	1	192770	6784	138	198	280266
0	1	12057878999086460853	20183690	27961	1	1	13004	1985	5517	6406	515835
0	1	8802768287123155347	20871586	34758	3	1	9	18	42	47	543152
0	2	17363854844105063905	20017078	23798	2	2	8840196	5675	4	5396	119524
0	1	14340390157469404125	9027213	23808	2	1	1	1	0	0	6252652
0	1	17363854844105063905	20017082	23798	2	1	8757	819	716	918	11248528
0	2	14340390157469404125	9027564	23808	3	3	229	2026	591	777	1860119
0	1	13090221289647714786	20174985	23795	1	1	545	79	3	7	7977880
0	1	11919736049118548808	22120101	38360	2	1	5789375	17612	251208	243796	7977897
0	2	7684171460976073418	21500302	37386	2	2	8258329	6	464	603	466985
0	1	14600073692226414252	21514959	4004	3	3	2631	5126	30652	2436	873437
0	1	12634397684013629609	10940746	30788	3	3	30372	95579	99650	104238	543176
0	1	8134264174510892884	10593109	1268	1	1	1579	39	782	2	6253530
0	1	11003290752875976175	21067824	996	1	1	928089	2841	2505	2739	22682
0	1	7360279425078247393	20895768	30195	2	2	12610233	78387	1321	1613	11250787
0	1	1729963849377387605	9585571	23637	2	1	2475	32	236	112	5084459
0	1	6563686277375195681	21367890	36121	3	1	196528	1216	19275	17166	4142254
0	14	14340390157469404125	9027437	23808	1	1	24	19	20	20	3522701
0	1	11315908569713166924	20310863	18070	3	2	20197	9161	20536	125713	251230
0	1	4298118681424644510	21866029	385	1	1	8963	173	300	410	16964498
0	1	12057878999086460853	20185521	27961	2	2	10669031	22	2990	995	1274100
0	1	11181403397107399986	4364379	2517	1	1	17091560	83378	269770	269712	16965772
0	1	6715049002232655961	3065545	23783	2	1	589	60	54	78	1523686
0	1	2412771796110463309	20067154	23781	2	2	1	3	53	1	3523041
0	2	15371104936403848458	20569701	11676	2	1	4901	26048	24508	24880	4142906
0	1	8718971903532905562	20896654	35075	3	3	12108	11666	139	201	3523237
0	2	2137528403495600820	20218299	23801	3	2	1987	894	613	924	873519
1	1	10347602935615344166	21112758	35545	1	1	269887	172215	571787	485261	1523779
0	1	7903914528320191889	20869455	2010	2	1	2814326	7203	11692	70	260483
0	1	5079901068051390251	7727744	25928	2	1	4646	16466	14820	17773	11257850
0	1	7903914528320191889	21162550	1325	3	2	343096	4638	19248	2998	5085916
0	2	8134264174510892884	10951012	1268	1	1	301192	43521	219357	2	2645582
0	1	14340390157469404125	3064893	23777	2	2	15340657	33832	48244	44146	260485
0	1	8134264174510892884	1639962	1268	2	2	783673	2127	639874	1308	260485
0	1	12057878999086460853	20157628	27961	3	3	0	0	49	60	7983459
0	1	8112727470206168673	21547846	37420	2	1	151	1252	2212	2460	1679582
0	1	14531867648059391627	4528566	27486	3	2	7902	47024	109370	59	5086436
0	1	17726715653219593155	21163892	9785	2	2	9416279	153	317	1073	1173692
0	1	4696782904677008063	3177768	23790	1	1	40696	7381	32	54	16973859
0	1	12057878999086460853	20185515	27961	2	2	14847732	80	444	660	7984521
0	1	5387309733105273737	4393479	27371	3	3	83931	175655	20381	14146	936064
0	1	17341804353615508628	20387275	30213	1	1	2492	5109	1600	159	5086776
0	1	11424340016869261858	21393631	36866	2	1	1964	59	12060	11740	205102
0	1	15785112999276740221	20908196	35088	3	2	0	0	2	5	7986713
0	1	14340390157469404125	20644045	23808	1	1	32	2	1	3	16980316
0	1	8914972287370946424	21140675	30759	2	1	9892	37666	14937	18155	1860862
0	1	14340390157469404125	20643971	23808	2	2	10	242	9	9	1679807
0	1	1046079478147812225	21920339	37956	2	2	43	17	29	469	4145046
0	2	12057878999086460853	20118107	27961	1	1	5575693	1164	6258	7834	234334
0	2	14340390157469404125	9027213	23808	1	1	5	1	0	0	7988470
0	1	14947456318249883016	20048302	29735	3	3	5969094	1376	11887	16508	280318
0	1	7903914528320191889	21162526	1325	1	1	11885784	6176	24	25	766924
0	1	7484333488664585217	21761343	34691	3	2	485496	313	8732	5414	2646347
0	1	13616247906704455150	20881053	21102	2	1	163	150	11095	2899	1861003
0	1	10420673803424245821	20758938	30764	2	1	3625	39166	19806	15305	11271915
0	1	6419561452391551089	21795095	37625	2	2	375202	3785	79800	83394	3525025
0	1	14759604580264061515	20037719	29808	2	1	9955	35130	43032	39556	11272666
0	1	14340390157469404125	9027615	23808	1	1	7780866	341	315	433	2646590
0	1	4949197173803121704	20664731	24107	2	2	982121	19158	24424	25970	1524255
0	1	12057878999086460853	20192676	27961	1	1	1143	1769	2645	2943	16990814
0	1	3516889565727587308	2580595	1267	2	2	223	868	9146	10542	7992518
0	1	6228784066129290893	9469232	1998	1	1	151835	30211	736	30250	5089820
0	1	7520818317326210505	21506303	2437	2	1	118	1644	2671	871	5089830
0	1	9437876580586994833	10854375	29966	1	1	24015844	37639	224148	83260	817910
0	1	18036767643507182025	20653770	33947	2	2	14335549	1919	8397	8878	1524389
0	1	17363854844105063905	20017082	23798	1	1	23726337	4952	6206	6497	516008
0	1	11627567248264461786	20425227	82	3	2	8439474	136	87	116	516008
0	1	14340390157469404125	21360116	23777	2	1	177	90	395	523	3525700
0	2	2994924845956281615	20061246	23803	1	1	996315	31501	31495	386	5090279
0	1	7010385989455118588	9585571	23637	2	2	18	32	618	145	5090457
0	2	14340390157469404125	9027213	23808	2	1	5	1	0	0	2336812
0	1	12397719443947192480	21260176	879	2	2	573	1704	4533	9934	2336813
0	1	14340390157469404125	20640005	23808	2	1	271	219	187	271	11281452
0	1	10405294447060759746	20315445	27951	2	2	8591404	4916	304486	163595	6263624
0	1	9751072248584610585	10939125	29713	1	1	16010547	147647	230889	193943	6263950
0	1	2600991647981690598	21822275	37492	2	1	9	43	366	1719	4147690
0	1	16539879911008515792	21955044	38194	2	2	15874472	7619	583623	585321	490686
0	1	14340390157469404125	9027613	23808	1	1	41767	26578	138	198	11285141
0	1	14340390157469404125	9027213	23808	2	2	9	1	0	0	7998036
0	4	3163997420314436134	21445735	26288	3	1	9	43	389	150	13776
0	3	6866370298485688114	10082752	16892	2	1	10541929	421	39733	318	543368
0	1	11315908569713166924	20311333	18070	2	2	15467959	2567	208	305	2337080
0	1	7903914528320191889	21372653	2010	2	2	12039572	75	546	1715	1390317
1	2	2600991647981690598	21833990	37492	1	1	95304	168455	788	373330	11287554
0	1	14340390157469404125	9027103	23808	2	1	11	96	129	184	11287590
0	1	1888504787482432847	21229852	36209	2	1	12168	22991	11790	11722	7999463
0	1	999105727583572092	20389049	30428	2	1	55878	5135	385128	315424	516056
0	1	14531867648059391627	21775716	27482	1	1	1625881	542	424	6	720699
0	2	2692859619851282505	10676292	2051	3	3	426162	3391	13816	13600	2081131
0	1	14340390157469404125	21163921	23808	2	2	9342849	16205	36506	39	1852
0	1	1053683433578625187	20363498	1340	2	1	15866832	641	33	6633	5092850
0	1	2267761876233889853	21103930	29260	2	2	14798291	1531	14718	157828	818063
0	1	14921691488546759597	4264685	13907	1	1	1533662	481	8282	1230	605568
0	1	7903914528320191889	21163645	1325	2	1	21969	20170	45078	50698	678880
0	1	15366517485002252951	6794421	10611	2	1	8022558	12871	42399	48298	678880
0	1	9806838428950887978	21811756	37737	3	2	123	115	257	616	1274918
0	1	14399505795670257547	2909590	23778	2	1	1467	893	85	113	234378
0	1	7296005158563292176	21323704	13320	2	2	4441	14635	940989	899003	226465
0	1	16715668208494560508	22180852	23534	2	1	3574812	48	693	886	33094
0	2	13809768068452065881	4241441	21347	1	1	13701444	4244	6546	1563	270217
0	1	12057878999086460853	20163204	27961	3	3	135888	337	9301	1812	371653
0	1	458628320308310990	21716269	8493	1	1	15906	27755	73171	33661	17018291
0	1	12987545670409288559	21126661	29622	2	2	6097550	39536	185995	178150	356282
0	1	12057878999086460853	20163591	27961	1	1	446666	9	18	27	3527762
0	1	14340390157469404125	10110383	23808	1	1	64238	224	842	10	2337819
0	1	8119057108691817477	20876635	34760	1	1	68	100	34	40	17022357
0	1	5485416033514136023	21340465	36646	1	1	24129697	16106	47750	26972	873980
0	1	14340390157469404125	10397447	23808	1	1	13	21	16	15	8006026
0	1	4298118681424644510	7828172	385	1	1	101	292	196	48	1525023
0	1	3733067775926997743	22139763	38636	3	2	1467	893	320858	264658	87959
0	2	283725150413427108	21260993	30105	2	2	187	204	40308	61153	87959
0	1	7447282257963042906	10612517	29779	2	2	1155	731	6634	6848	6269124
0	2	11177853377213893519	20904558	34967	3	1	150740	1878	32668	34600	490764
0	1	4298118681424644510	7595682	385	2	1	4352325	6238	40108	2631	371676
0	1	12057878999086460853	20222697	27961	1	1	239185	127	448	637	1525123
0	1	487670206717395084	20504966	24027	2	2	314	147	930	1468	4150825
0	1	17363854844105063905	20017081	23798	1	1	43684	29279	4	28121	2648696
0	1	3631186374673023282	1000826	2737	2	2	7653	8681	69665	69748	445418
0	1	16982162127459673046	21960757	38210	3	1	2181	3280	3143	56676	818186
0	1	8968147193578513999	20599172	33847	2	2	794	2237	254877	160041	2648750
0	1	3261058854989460099	20680871	34164	2	2	1374731	758	2369	2266	18934
0	1	14935788286662175537	3410704	11408	1	1	5540526	65434	138717	121544	18934
0	1	9868243101782432927	4298355	24201	2	1	72463	9429	252420	370751	18934
0	2	14340390157469404125	9027437	23808	2	2	956	19	20	20	767275
0	1	12057878999086460853	20192676	27961	1	1	23463901	39	131	440	6270526
0	2	12057878999086460853	20164275	27961	1	1	799690	12271	19206	20683	2338233
0	1	10349468651765658911	21522776	37422	2	1	0	0	26	28	11306194
0	1	7903914528320191889	21372569	2010	2	1	2384701	6	137	345	1525208
0	1	8994557070508579623	20030145	23799	1	1	191946	739	15	11334	8009822
0	1	7015903860856274087	4276920	6093	3	1	8467448	3481	1166	1379	818224
0	1	4303840376861945426	10400310	29439	3	1	1944335	63	197	119	4151480
0	1	5589649412465737103	21459572	35035	1	1	20	5064	3401	232	5096318
0	1	12057878999086460853	20118053	27961	1	1	17563695	1905	4844	6887	2649051
0	1	16808522918995646125	1847843	16159	1	1	5480829	80	4888	5228	4151781
0	2	12057878999086460853	20163488	27961	1	1	6949307	9	18	27	2082059
0	1	17817400347038801401	22104783	38354	3	2	47	1360	666	3000	3040988
0	1	10245113888481137903	21134381	33296	2	1	4382758	65	959	760	341471
0	2	14340390157469404125	4708645	23777	1	1	218962	621	638	835	160875
0	1	5120683440510467664	8676724	1268	1	1	88	40	45	13	6272448
0	1	11180662505670274838	1873599	6466	1	1	9706649	46165	64804	64834	6272528
0	1	6554947579094058403	21202644	36041	2	2	1034	7701	14322	920	6272534
0	1	2894717262491108170	4298902	14031	2	2	11004001	62016	79397	86855	1006817
0	1	6079345667024710649	21453398	17568	2	2	9676	14032	586495	74943	4152518
0	1	13581513473415382011	21219994	35734	3	2	157253	26891	68964	70147	818281
0	1	13581513473415382011	21219994	35734	2	2	157253	26891	68964	70147	818281
0	1	1414030043541818662	21246154	1502	2	1	9200	1348	113	153	2338678
0	1	9212646081377232309	1306183	5390	2	1	44	2067	17492	19045	11313662
0	1	14615133296385304593	20210934	17148	1	1	11617009	945	5332	41767	516165
0	1	14340390157469404125	9027458	23808	2	1	480	1662	195	284	3529774
0	1	13756257544627676222	20587305	24354	1	1	18191931	2343	3949	479	17042559
0	1	16890281363182440656	21102841	33281	2	1	14752376	43976	144974	132666	105737
0	2	1294351943517169233	20068124	24162	2	1	14971195	1398	46	65	11315386
0	2	9459177555597690804	21163051	5466	2	2	20029	29958	122002	126842	720942
0	1	14340390157469404125	21163925	23808	2	2	51	395	816	148	11315562
0	1	1729963849377387605	20882079	23637	2	2	14356	659	4022	289	5098066
1	1	12057878999086460853	20170556	27961	1	1	86	64	184	334	17043679
0	1	14340390157469404125	21360098	23777	1	1	1086	1836	3560	3873	1862870
0	1	1462504360183893250	20591252	33714	2	1	5344	10008	428324	142210	1391058
0	1	2241169557100790774	2137970	17562	2	2	1089	13755	99397	96689	6274172
0	1	8134264174510892884	10951033	1268	1	1	4723	116	92	2	1174699
0	1	2218843836124453405	21406545	36890	2	2	138834	5345	27980	2146	6274374
0	1	8893439702406565008	21205790	29914	2	1	1	28	1482	456	71413
0	1	12057878999086460853	20157587	27961	3	3	0	0	49	60	8016574
0	1	12792444443050224996	20012659	30345	2	2	9203720	6534	4689	5397	315079
0	1	6912851286990253226	20205994	18918	1	1	5248	8811	35449	31275	17047928
0	1	6071356180946372648	20028345	32124	1	1	1389243	35211	116438	200358	9296
0	1	1046079478147812225	21920339	37956	1	1	312089	298	29	4695	1174765
0	1	4095168514615938684	21225443	36002	3	2	39059	303	21758	3897	1775
0	1	12057878999086460853	20157329	27961	1	1	11185135	1792	1496	2015	165731
0	1	10410822374100725750	21796502	37729	2	2	569649	22005	411912	336683	2082569
0	1	13756257544627676222	10400161	24354	1	1	26	52	748	6515	6275307
0	1	14340390157469404125	6434954	23777	2	2	91	491	376	503	8017741
0	1	4696782904677008063	3177661	23790	2	1	12612882	96742	32	54	573463
0	2	14340390157469404125	21163929	23808	2	2	4911	5952	15540	1194	1681550
0	1	15349556856043352747	22098452	36855	1	1	97812	160352	190	1435	17050787
0	1	13230704570569639215	20319947	32941	1	1	11457	20791	18746	18224	490863
0	1	10622674361851845185	21135364	29952	3	2	2963793	12598	22216	6379	1863098
0	10	6601746059193693584	1762381	14428	1	1	18425069	433347	995910	314	17052219
0	1	15145480155589094740	20889026	23807	3	2	2	11	5	11	1525744
0	1	4298118681424644510	3618364	385	3	2	6370141	135951	206526	175446	543577
0	1	7482039010506199179	22096334	36396	3	2	6370140	426	13888	9648	543577
0	1	13768127935979320315	3866871	4856	2	1	6042	28561	1111488	117975	1006992
1	1	14340390157469404125	6434934	23777	1	1	722335	14	10	17	1006994
0	1	12456775781951677367	20376938	24818	2	2	14852596	34092	98528	69009	721033
0	1	10372290706845178453	4106913	688	2	2	4873590	1849	31874	1373	5099949
0	1	18425200088803071639	20033132	23790	1	1	61336	22655	27	29	6276688
0	1	15371104936403848458	20569669	11676	2	2	6091	4627	73482	88140	6276743
0	1	8802768287123155347	21644409	26278	1	1	296	2617	1636	1893	467328
0	1	12057878999086460853	20163161	27961	1	1	744463	28505	43188	42974	17055580
0	1	14571474312879376065	4356019	5529	2	1	14073743	1167	20834	11571	1007025
0	1	8134264174510892884	10593106	1268	2	2	382464	4817	23493	2	11326119
0	1	5589649412465737103	21121030	35035	1	1	20	1120	10471	42	8021193
0	1	1026045239201763159	20665890	27129	3	3	1253567	4997	47816	268793	2082916
0	1	18108522136565864489	21187264	20551	1	1	94	358	275	475	3042674
0	1	5305614463701442869	22095217	37818	3	1	7578718	1485	2317	3006	445508
0	1	7269043601771363193	10365475	4862	3	1	2823	11185	20265	24043	4155216
0	1	14340390157469404125	10110402	23808	2	2	63906	35	58	10	874348
0	1	12057878999086460853	20163505	27961	1	1	879974	76	90	528	640976
0	1	6071356180946372648	20028362	32124	2	1	17658	34389	74737	120250	8023456
0	1	10821947969336699644	3205495	23282	1	1	2420842	2379	35229	35922	356368
0	1	1980189147711428054	20828554	13135	2	2	244	1722	19280	16668	242699
0	1	6311739615958991073	21926840	38029	3	3	14667	2721	2920	4380	8023591
0	6	12057878999086460853	20163609	27961	1	1	2191	6942	13326	13326	1525981
0	1	14340390157469404125	6434942	23777	1	1	156	240	223	328	1525983
0	1	9210669737813315847	20385644	32041	1	1	19741454	12545	317666	436579	303048
